Room,Name,Actor,Item,Logic,Status,Comment,Aloha Comment,Aloha Suggested,Final Logic?
Swamp 8,Swamp 8 - Materials,Swamp_001_Zone_008.BP_Breakable_SpawnItem_Pod_01_C_1,"currencies[""Default""]","Swamp08Upper | Swamp08Right 
| (Swamp08Lower + dive)",Not Labbed,,good,,"Swamp08Upper | Swamp08Right 
| (Swamp08Lower + dive)"
Swamp 9,Swamp 9 - Journal of an Attuner,Swamp_001_Zone_009.BP_Interactable_AddItem_C_0,"tips[""tip_tornjournal_01""]","(Swamp09Right | Swamp09Lower) + (double_jump | (dodge + dive)) 
| Swamp09Left",Not Labbed,,"Right does not require dive
Lower requires dive
i dont particularly ""like"" not requiring dive for this check, since without being able to get out, it could be really annoying to miss","(Swamp09Right | Swamp09Lower + dive) + (double_jump | dodge | high_jump) 
| Swamp09Left","(Swamp09Right | Swamp09Lower + dive) + (double_jump | dodge | high_jump) 
| Swamp09Left"
Swamp 10,Swamp 10 - House Milius Earrings,Swamp_001_Zone_010.BP_Interactable_AddItem_C_1,"passives[""damage_up_skillcategory_auto_1""]",((Swamp10Right  | Swamp10UpperLeft | (Swamp10UpperRight + swamp10upper_lever)) + dive) ,Not Labbed,,"should LowerLeft + TORRENT be included?
a little overkill on parenthesis
otherwise good",Swamp10Left + TORRENT | (Swamp10Right | Swamp10UpperLeft | Swamp10UpperRight + swamp10upper_lever) + dive,Swamp10Left + TORRENT | (Swamp10Right | Swamp10UpperLeft | Swamp10UpperRight + swamp10upper_lever) + dive
Swamp 10,Swamp 10 - Grimoire,Swamp_001_Zone_010.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]",((Swamp10Right  | Swamp10UpperLeft | Swamp10UpperRight) + dive) ,Not Labbed,,"does not require dive from UpperRight
should LowerLeft + TORRENT be included?
otherwise good","((Swamp10Right  | Swamp10UpperLeft) + dive) 
| (Swamp10Left + TORRENT)
| Swamp10UpperRight","((Swamp10Right  | Swamp10UpperLeft) + dive) 
| (Swamp10Left + TORRENT)
| Swamp10UpperRight"
Swamp 12,Swamp 12 - Charmed Fragment,Swamp_001_Zone_012.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Swamp12Upper | Swamp12Left) + pile_attack + ((dodge + (high_jump | double_jump)) | WALL_DASH)  ,Not Labbed,,seems good,,(Swamp12Upper | Swamp12UpperLeft) + pile_attack + ((dodge + (high_jump | double_jump)) | WALL_DASH)  
Swamp 13,Swamp 13 - Charmed Fragment,Swamp_001_Zone_013.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",(Swamp13Upper | Swamp13Lower) + dive,Not Labbed,,good,,(Swamp13Upper | Swamp13Lower) + dive
Swamp 15,Swamp 15 - Motley,Swamp_001_Zone_015.EVT_ev_s_e6010_Cluster_Defeat,"aptitudes[""Hook""]",Swamp15Left | Swamp15Right,Done,,,,Swamp15Left | Swamp15Right
Swamp 18,Swamp 18 - Charmed Fragment,Swamp_001_Zone_018.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","Swamp18Upper 
| (Swamp18Left + (wall_grab + (double_jump | (hook + dodge))) | (hook + (double_jump | dodge)))",Not Labbed,wall_grab is sufficient :),,"Swamp18Upper 
| Swamp18Left + (wall_grab | hook + (double_jump | dodge))","Swamp18Upper 
| Swamp18Left + (wall_grab | hook + (double_jump | dodge))"
Swamp 19,Swamp 19 - Materials,Swamp_001_Zone_019.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Swamp19Right,Done,,good,,Swamp19Right
Swamp 20,Swamp 20 - Cleaner's Tag,Swamp_001_Zone_020.BP_Interactable_AddItem_C_1,"passives[""damage_up_targetstunned_1""]",Swamp20Upper + (high_jump | double_jump | wall_grab),Not Labbed,,good,,Swamp20Upper + (high_jump | double_jump | wall_grab)
Tower 1,Tower 1 - Charmed Fragment,Tower_001_Zone_001.BP_Breakable_SpawnItem_Pod_01_C_1,"stats[""hp_up_s""]",Tower01CenterRight,Done,,"assuming no Lever mention required, good",,Tower01CenterRight
Tower 4,Tower 4 - Blighted Dice,Tower_001_Zone_004.BP_Breakable_SpawnItem_Box_01_C_2,"passives[""experience_up_1""]",Tower04Upper | Tower04Lower,Done,,good,,Tower04Upper | Tower04Lower
Tower 4,Tower 4 - Magic Vial,Tower_001_Zone_004.BP_Breakable_SpawnItem_Pod_01_C_2,"stats[""passive_slot_s""]","(Tower04Upper + (high_jump | double_jump | wall_grab)) 
| (Tower04Lower + (double_jump | high_jump))",Not Labbed,,"added parenthesis to fix red..
good",,"(Tower04Upper + (high_jump | double_jump | wall_grab)) 
| (Tower04Lower + (double_jump | high_jump))"
Tower 6,Tower 6 - Materials,Tower_001_Zone_006.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Tower06Right,Done,,good,,Tower06Right
Tower 7,Tower 7 - Chief Attuner's Journal,Tower_001_Zone_007.BP_Interactable_AddItem_C_1,"tips[""tip_chieftunerjournal_01""]",Tower07Upper | Tower07Lower,Done,,good,,Tower07Upper | Tower07Lower
Tower 7,Tower 7 - Magicite Mining Record,Tower_001_Zone_007.BP_Interactable_AddTutorial_C_1,"tips[""tip_magicrecord_01""]",Tower07Upper | Tower07Lower,Done,,good,,Tower07Upper | Tower07Lower
Tower 9,Tower 9 - Charmed Fragment,Tower_001_Zone_009.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","(Tower09UpperRight + dodge)
| ((Tower09LowerRight | Tower09CenterRight | Tower09Lower | Tower09Upper) + high_jump)",Unsure,Can be done using rolls along the ground to keep up with platform,"you can just run with the platform? (not even sprint)
ie. Tower09UpperRight does not need dodge
there is also double_jump + wall dash option
(this is a little moot with just going into Tower09CenterRight and double_jumping to Tower09UpperRight but alas)","Tower09UpperRight
| ((Tower09LowerRight | Tower09CenterRight | Tower09Lower | Tower09Upper) + (high_jump | double_jump + WALL_DASH))","Tower09UpperRight
| ((Tower09LowerRight | Tower09CenterRight | Tower09Lower | Tower09Upper) + (high_jump | double_jump + WALL_DASH))"
Tower 10,Tower 10 - Steeple Executioner,Tower_001_Zone_010.EVT_ev_s_e0162_Gang_Defeat,"materials[""parts_lv2_b""]",Tower09UpperLeft | Tower09LowerLeft,Done,,should these be Tower10?,Tower10UpperLeft | Tower10LowerLeft,Tower10UpperLeft | Tower10LowerLeft
Tower 12,Tower 12 - Materials,Tower_001_Zone_012.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Tower12Right,Done,,good,,Tower12Right
Tower 14,Tower 14 - Book of the Blighted,Tower_001_Zone_014.BP_Interactable_AddItem_C_1,"tips[""tip_frostgrimoire_01""]","(Tower14UpperLeft + (double_jump + (dodge | WALL_DASH)) | (high_jump + (dodge | double_jump))) 
| ((Tower14Lower | Tower14Right) + ((high_jump + (double_jump | dodge)) | (hook + wall_grab + double_jump + dodge) | (double_jump + WALL_DASH)))",Done,,"added parenthesis to fix red..
keep in mind, same as line 298
high_jump by itself is enough, no addtl movement required (for all scenarios)
Upper can reach with WALL_DASH alone
Lower -> LowerLeft","Tower14UpperLeft + (double_jump + (wall_grab | dodge) | high_jump | WALL_DASH) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + double_jump + dodge | double_jump + WALL_DASH)","Tower14UpperLeft + (double_jump + (wall_grab | dodge) | high_jump | WALL_DASH) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + double_jump + dodge | double_jump + WALL_DASH)"
Tower 14,Tower 14 - Materials,Tower_001_Zone_014.BP_Interactable_AddItem_C_2,"currencies[""Default""]",Tower14Right | Tower14UpperLeft | Tower14LowerLeft,Done,,good,,Tower14Right | Tower14UpperLeft | Tower14LowerLeft
Tower 14,Tower 14 - Grimoire,Tower_001_Zone_014.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]","(Tower14UpperLeft + (double_jump + (dodge | WALL_DASH)) | (high_jump + (dodge | double_jump))) 
| ((Tower14Lower | Tower14Right) + ((high_jump + (double_jump | dodge)) | (hook + wall_grab + double_jump + dodge) | (double_jump + WALL_DASH)))",Done,,"added parenthesis to fix red..
keep in mind, same as line 296
high_jump by itself is enough, no addtl movement required (for all scenarios)
Lower -> LowerLeft","Tower14UpperLeft + (double_jump + (wall_grab | dodge) | high_jump | WALL_DASH) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + double_jump + dodge | double_jump + WALL_DASH)","Tower14UpperLeft + (double_jump + (wall_grab | dodge) | high_jump | WALL_DASH) 
| (Tower14LowerLeft | Tower14Right) + (high_jump | hook + wall_grab + double_jump + dodge | double_jump + WALL_DASH)"
Tower 14,Tower 14 - Pure Floral Necklace,Tower_001_Zone_014.BP_Interactable_TreasureBox_C_2,"passives[""damage_up_skillcategory_repeat_1""]",(Tower14LowerLeft | Tower14Right | Tower14UpperLeft) + (high_jump | double_jump + (hook | WALL_DASH)),Done,,"good, but that WALL_DASH + double_jump is annoying :)
fixing parenthesis",(Tower14LowerLeft | Tower14Right | Tower14UpperLeft) + (high_jump | double_jump + (hook | WALL_DASH)),(Tower14LowerLeft | Tower14Right | Tower14UpperLeft) + (high_jump | double_jump + (hook | WALL_DASH))
Tower 15,Tower 15 - Charmed Fragment,Tower_001_Zone_015.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Tower15Left | Tower15Right) + (high_jump | WALL_DASH) |  (hook + double_jump) | (wall_grab + double_jump + dodge),Not Labbed,,"added parenthesis to fix red..
WALL_DASH by itself is annoying.
otherwise good!",(Tower15Left | Tower15Right) + (high_jump | WALL_DASH | hook + double_jump | wall_grab + double_jump + dodge),(Tower15Left | Tower15Right) + (high_jump | WALL_DASH | hook + double_jump | wall_grab + double_jump + dodge)
Tower 16,Tower 16 - Shackled Beast,Tower_001_Zone_016.EVT_ev_s_e5060_Beast_Defeat,"spirits[""s5060_beast""]",Tower16Left | Tower16Right,Done,,,,Tower16Left | Tower16Right
Tower 18,Tower 18 - Homunculus Research Log 2,Tower_001_Zone_018.BP_Interactable_AddItem_C_0,"tips[""tip_homunculusrecord_02""]","(Tower18UpperRight + (double_jump | dodge | WALL_DASH | high_jump)) 
| (Tower18HiddenLeft + (high_jump | double_jump)) 
| (Tower18LowerRight + high_jump | (double_jump + (dodge |  WALL_DASH)))",Not Labbed,,"how does Left use high_jump?
do we need to add Lower?
changed Left -> HiddenLeft","(Tower18UpperRight + (double_jump | dodge | WALL_DASH | high_jump)) 
| ((Tower18Left | Tower18Lower) + double_jump) 
| (Tower18LowerRight + high_jump | (double_jump + (dodge |  WALL_DASH)))","Tower18UpperRight + (double_jump | dodge | WALL_DASH | high_jump) 
| (Tower18HiddenLeft | Tower18Lower) + double_jump 
| Tower18LowerRight + (high_jump | double_jump + (dodge | WALL_DASH))"
Tower 19,Tower 19 - Eye of the Ancients,Tower_001_Zone_019.BP_Interactable_TreasureBox_C_1,"passives[""reduce_skill_cooldown_1""]",(Tower19UpperLeft | Tower19LowerLeft | Tower19UpperRight | Tower19LowerRight) + (high_jump | WALL_DASH | (double_jump + dodge)),Not Labbed,,"Need to add Upper
otherwise good",(Tower19Upper | Tower19UpperLeft | Tower19LowerLeft | Tower19UpperRight | Tower19LowerRight) + (high_jump | WALL_DASH | (double_jump + dodge)),(Tower19Upper | Tower19UpperLeft | Tower19LowerLeft | Tower19UpperRight | Tower19LowerRight) + (high_jump | WALL_DASH | (double_jump + dodge))
